arabic_text,translation,transliteration,etymology
وَوَيْلٌۭ,And woe,wawaylun,
وَوَٰعَدْنَـٰكُمْ,and We made a covenant with you,wawāʿadnākum,
وَوُجُوهٌۭ,And faces,wawujūhun,
وَوُضِعَ,And (will) be placed,wawuḍiʿa,
وَوُضِعَ,and (will) be placed,wawuḍiʿa,
وَوُفِّيَتْ,And will be paid in full,wawuffiyat,
وَوُفِّيَتْ,And (will) be paid in full,wawuffiyat,
وَيَأْبَى,but Allah refuses,wayabā,
وَيَأْتُوكُم,and they come upon you,wayatūkum,
وَيَأْتِ,and bring,wayati,
وَيَأْتِينَا,and he will come to Us,wayatīnā,
وَيَأْتِيهِ,And will come to him,wayatīhi,
وَيَأْخُذُ,and takes,wayakhudhu,
وَيَأْكُلُونَ,and eat,wayakulūna,
وَيَأْمَنُوا۟,and they be secure from,wayamanū,
وَيَأْمُرُكُم,and orders you,wayamurukum,
وَيَأْمُرُونَ,[and] enjoining,wayamurūna,
وَيَأْمُرُونَ,and they enjoin,wayamurūna,
وَيَأْمُرُونَ,and order,wayamurūna,
وَيَأْمُرُونَ,and enjoin,wayamurūna,
وَيَبْسُطُوٓا۟,and extend,wayabsuṭū,
وَيَبْصُۜطُ,and grants abundance,wayabṣuṭu,
وَيَبْغُونَ,and rebel,wayabghūna,
وَيَبْغُونَهَا,and seek in it,wayabghūnahā,
وَيَبْغُونَهَا,and seek (in) it,wayabghūnahā,
وَيَبْقَىٰ,But will remain,wayabqā,
وَيَتَجَنَّبُهَا,And will avoid it,wayatajannabuhā,
وَيَتَرَبَّصُ,and he awaits,wayatarabbaṣu,
وَيَتَعَدَّ,and transgresses,wayataʿadda,
وَيَتَعَلَّمُونَ,And they learn,wayataʿallamūna,
وَيَتَفَكَّرُونَ,and they reflect,wayatafakkarūna,
وَيَتَمَتَّعُوا۟,and enjoy,wayatamattaʿū,
وَيَتَنَـٰجَوْنَ,and they hold secret counsels,wayatanājawna,
وَيَتَوَلَّوا۟,And they turn away,wayatawallaw,
وَيَتُوبَ,and (to) accept repentance,wayatūba,
وَيَتُوبَ,and Allah will turn (in Mercy),wayatūba,
وَيَتُوبُ,And Allah accepts repentance,wayatūbu,
وَيَتِيمًۭا,and (the) orphan,wayatīman,
وَيَتَّبِعُ,and follows,wayattabiʿu,
وَيَتَّبِعْ,and he follows,wayattabiʿ,
وَيَتَّخِذَ,and take,wayattakhidha,
وَيَتَّخِذَهَا,and takes it,wayattakhidhahā,
وَيَتَّخِذُ,and takes,wayattakhidhu,
وَيَتَّقْهِ,and (is) conscious of Him,wayattaqhi,
وَيَتْلُوهُ,and recites it,wayatlūhu,
وَيَجْزِىَ,and recompense,wayajziya,
وَيَجْزِيَهُمْ,and reward them,wayajziyahum,
وَيَجْعَل,and He (could) make,wayajʿal,
وَيَجْعَل,and He will make,wayajʿal,
وَيَجْعَل,and make,wayajʿal,
وَيَجْعَلَ,and has placed,wayajʿala,
وَيَجْعَلَ,and place,wayajʿala,
وَيَجْعَلُ,And He will place,wayajʿalu,
وَيَجْعَلُ,and He makes,wayajʿalu,
وَيَجْعَلُكُمْ,and makes you,wayajʿalukum,
وَيَجْعَلُهُۥ,and He makes them,wayajʿaluhu,
وَيَجْعَلُونَ,And they assign,wayajʿalūna,
وَيَحِقَّ,and may be proved true,wayaḥiqqa,
وَيَحِلُّ,and will descend,wayaḥillu,
وَيَحِلُّ,and descends,wayaḥillu,
وَيَحْسَبُونَ,while they think,wayaḥsabūna,
وَيَحْسَبُونَ,and they think,wayaḥsabūna,
وَيَحْسَبُونَ,And they think,wayaḥsabūna,
وَيَحْفَظُوا۟,and they should guard,wayaḥfaẓū,
وَيَحْفَظْنَ,and they should guard,wayaḥfaẓna,
وَيَحْلِفُونَ,And they swear,wayaḥlifūna,
وَيَحْلِفُونَ,and they swear,wayaḥlifūna,
وَيَحْمِلُ,and will bear,wayaḥmilu,
وَيَحْيَىٰ,and Yahya,wayaḥyā,
وَيَحْيَىٰ,and (might) live,wayaḥyā,
وَيَخَافُونَ,and are afraid,wayakhāfūna,
وَيَخَافُونَ,and fear,wayakhāfūna,
وَيَخِرُّونَ,And they fall,wayakhirrūna,
وَيَخْتَارُ ۗ,and chooses,wayakhtāru,
وَيَخْشَ,and fears,wayakhsha,
وَيَخْشَوْنَ,and fear,wayakhshawna,
وَيَخْشَوْنَهُۥ,and fear Him,wayakhshawnahu,
وَيَخْلُدْ,and he will abide forever,wayakhlud,
وَيَخْلُقُ,And He creates,wayakhluqu,
وَيَدْرَءُونَ,and they repel,wayadraūna,
وَيَدْرَؤُا۟,But it would prevent,wayadra-u,
وَيَدْعُ,And prays,wayadʿu,
وَيَدْعُونَنَا,and they supplicate to Us,wayadʿūnanā,
وَيَذَرَكَ,and forsake you,wayadharaka,
وَيَذَرُهُمْ,And He leaves them,wayadharuhum,
وَيَذَرُونَ,and leave behind,wayadharūna,
وَيَذَرُونَ,and leave,wayadharūna,
وَيَذْكُرُوا۟,and mention,wayadhkurū,
وَيَذْهَبَا,and do away,wayadhhabā,
وَيَرَى,And see,wayarā,
وَيَرِثُ,and inherit,wayarithu,
وَيَرْجُوا۟,and hoping,wayarjū,
وَيَرْجُونَ,and they hope,wayarjūna,
وَيَرْحَمُ,and has mercy,wayarḥamu,
وَيَرْزُقْهُ,And He will provide for him,wayarzuq'hu,
وَيَرْضَىٰٓ,and approves,wayarḍā,
وَيَرْضَيْنَ,and they may be pleased,wayarḍayna,
وَيَزِدْكُمْ,and increase you,wayazid'kum,
وَيَزِيدَهُم,and increase them,wayazīdahum,
وَيَزِيدَهُم,and increase for them,wayazīdahum,
وَيَزِيدُ,And Allah increases,wayazīdu,
وَيَزِيدُهُم,and give them more,wayazīduhum,
وَيَزِيدُهُم,and increases (for) them,wayazīduhum,
وَيَزِيدُهُمْ,and it increases them,wayazīduhum,
وَيَزْدَادَ,and may increase,wayazdāda,
وَيَسِّرْ,And ease,wayassir,
وَيَسْتَبْدِلْ,and will replace you,wayastabdil,
وَيَسْتَبْشِرُونَ,and they receive good tidings,wayastabshirūna,
وَيَسْتَجِيبُ,And He answers,wayastajību,
وَيَسْتَحْىِۦ,and letting live,wayastaḥyī,
وَيَسْتَحْيُونَ,and letting live,wayastaḥyūna,
وَيَسْتَخْرِجَا,and bring forth,wayastakhrijā,
وَيَسْتَخْلِفَكُمْ,and make you successors,wayastakhlifakum,
وَيَسْتَخْلِفُ,And my Lord will give succession,wayastakhlifu,
وَيَسْتَخْلِفْ,and grant succession,wayastakhlif,
وَيَسْتَعْجِلُونَكَ,And they ask you to hasten,wayastaʿjilūnaka,
وَيَسْتَغْفِرُوا۟,and they ask forgiveness,wayastaghfirū,
وَيَسْتَغْفِرُونَ,and ask forgiveness,wayastaghfirūna,
وَيَسْتَغْفِرُونَ,and ask for forgiveness,wayastaghfirūna,
وَيَسْتَغْفِرُونَهُۥ ۚ,and seek His forgiveness,wayastaghfirūnahu,
وَيَسْتَـْٔذِنُ,And asked permission,wayastadhinu,
وَيَسْتَفْتُونَكَ,And they seek your ruling,wayastaftūnaka,
وَيَسْتَكْبِرْ,and is arrogant,wayastakbir,
وَيَسْخَرُونَ,and they ridicule,wayaskharūna,
وَيَسْخَرُونَ,while they mock,wayaskharūna,
وَيَسْعَوْنَ,and strive,wayasʿawna,
وَيَسْعَوْنَ,And they strive,wayasʿawna,
وَيَسْـَٔلُونَكَ,And they ask you,wayasalūnaka,
وَيَسْـَٔلُونَكَ,They ask you,wayasalūnaka,
وَيَسْفِكُ,and will shed,wayasfiku,
وَيَسْقِينِ,and gives me drink,wayasqīni,
وَيَشْتَرُونَ,and they purchase,wayashtarūna,
وَيَشْرَبُ,and he drinks,wayashrabu,
وَيَشْفِ,and will heal,wayashfi,
وَيَصُدَّكُمْ,and hinders you,wayaṣuddakum,
وَيَصُدُّونَ,and hinder (them),wayaṣuddūna,
وَيَصُدُّونَ,and hinder,wayaṣuddūna,
وَيَصْبِرْ,and (is) patient,wayaṣbir,
وَيَصْرِفُهُۥ,and averts it,wayaṣrifuhu,
وَيَصْلَىٰ,And he will burn,wayaṣlā,
وَيَصْنَعُ,And he was constructing,wayaṣnaʿu,
وَيَضَعُ,and he relieves,wayaḍaʿu,
وَيَضِيقُ,And straitens,wayaḍīqu,
وَيَضْرِبُ,And Allah sets forth,wayaḍribu,
وَيَعُوقَ,and Yauq,wayaʿūqa,
وَيَعْبُدُونَ,And they worship,wayaʿbudūna,
وَيَعْبُدُونَ,But they worship,wayaʿbudūna,
وَيَعْفُ,but He pardons,wayaʿfu,
وَيَعْفُوا۟,and overlooking,wayaʿfū,
وَيَعْفُوا۟,and pardons,wayaʿfū,
وَيَعْفُوا۟,But He pardons,wayaʿfū,
وَيَعْقُوبَ,and Yaqub,wayaʿqūba,
وَيَعْقُوبَ,and Ayyub,wayaʿqūba,
وَيَعْقُوبَ ۖ,and Yaqub,wayaʿqūba,
وَيَعْقُوبَ ۚ,and Yaqub,wayaʿqūba,
وَيَعْقُوبُ,and Yaqub,wayaʿqūbu,
وَيَعْلَمَ,and made evident,wayaʿlama,
وَيَعْلَمَ,And may know,wayaʿlama,
وَيَعْلَمُ,And He knows,wayaʿlamu,
وَيَعْلَمُ,and He knows,wayaʿlamu,
وَيَعْلَمُ,and knows,wayaʿlamu,
وَيَعْلَمُونَ,and they will know,wayaʿlamūna,
وَيَعْلَمُونَ,and know,wayaʿlamūna,
وَيَعْمَلُونَ,and would do,wayaʿmalūna,
وَيَعْمَلْ,and does,wayaʿmal,
وَيَغْفِرُ,but He forgives,wayaghfiru,
وَيَغْفِرُ,and He forgives,wayaghfiru,
وَيَغْفِرْ,and He will forgive,wayaghfir,
وَيَغْفِرْ,and forgive,wayaghfir,
وَيَغْفِرْ,and will forgive,wayaghfir,
وَيَـٰسَمَآءُ,and O sky,wayāsamāu,
وَيَـٰقَوْمِ,And O my people,wayāqawmi,
وَيَـٰٓـَٔادَمُ,And O Adam,wayāādamu,
وَيَفْعَلُ,And Allah does,wayafʿalu,
وَيَفْعَلُونَ,and they do,wayafʿalūna,
وَيَفْعَلُونَ,but they do,wayafʿalūna,
وَيَقُولُ,And will say,wayaqūlu,
وَيَقُولُ,and will say,wayaqūlu,
وَيَقُولُ,And say,wayaqūlu,
وَيَقُولُ,and say,wayaqūlu,
وَيَقُولُ,and he said,wayaqūlu,
وَيَقُولُ,And says,wayaqūlu,
وَيَقُولُ,and He will say,wayaqūlu,
وَيَقُولُوا۟,and say,wayaqūlū,
وَيَقُولُونَ,And they say,wayaqūlūna,
وَيَقُولُونَ,and they say,wayaqūlūna,
وَيَقُولُونَ,and they will say,wayaqūlūna,
وَيَقْبِضُونَ,and they close,wayaqbiḍūna,
وَيَقْبِضْنَ ۚ,and folding,wayaqbiḍ'na,
وَيَقْتُلُونَ,and kill,wayaqtulūna,
وَيَقْتُلُونَ,and they kill,wayaqtulūna,
وَيَقْتُلُونَ,and they killed,wayaqtulūna,
وَيَقْدِرُ,and restricts,wayaqdiru,
وَيَقْدِرُ ۖ,and restricts it,wayaqdiru,
وَيَقْدِرُ ۚ,and restricts,wayaqdiru,
وَيَقْدِرُ ۚ,and straitens,wayaqdiru,
وَيَقْدِرُ ۚ,and straitens (it),wayaqdiru,
وَيَقْذِفُونَ,And they utter conjectures,wayaqdhifūna,
وَيَقْطَعَ,and cut off,wayaqṭaʿa,
وَيَقْطَعُونَ,and [they] cut,wayaqṭaʿūna,
وَيَقْطَعُونَ,and sever,wayaqṭaʿūna,
وَيَكُفُّوٓا۟,and they restrain,wayakuffū,
وَيَكُونَ,and will be,wayakūna,
وَيَكُونَ,and becomes,wayakūna,
وَيَكُونَ,and is,wayakūna,
وَيَكُونُونَ,and they will be,wayakūnūna,
وَيَكْتُمُونَ,and hide,wayaktumūna,
وَيَكْشِفُ,and He removes,wayakshifu,
وَيَكْفُرُونَ,And they disbelieve,wayakfurūna,
وَيَلْبَسُونَ,and will wear,wayalbasūna,
وَيَلْعَبُوا۟,and play,wayalʿabū,
وَيَلْعَبُوا۟,and amuse themselves,wayalʿabū,
وَيَلْعَبْ,and play,wayalʿab,
وَيَلْعَنُ,and curse,wayalʿanu,
وَيَلْعَنُهُمُ,and curse them,wayalʿanuhumu,
وَيَمُدُّهُمْ,and prolongs them,wayamudduhum,
وَيَمْحَقَ,and destroy,wayamḥaqa,
وَيَمْحُ,And Allah eliminates,wayamḥu,
وَيَمْشُونَ,and walked,wayamshūna,
وَيَمْشِى,and walk,wayamshī,
وَيَمْكُرُ,and (also) was planning,wayamkuru,
وَيَمْكُرُونَ,And they were planning,wayamkurūna,
وَيَمْنَعُونَ,And they deny,wayamnaʿūna,
وَيَنشُرُ,and spreads,wayanshuru,
وَيَنصُرَكَ,And Allah may help you,wayanṣuraka,
وَيَنصُرُونَ,and helping,wayanṣurūna,
وَيَنصُرْكُمْ,and give you victory,wayanṣur'kum,
وَيَنقَلِبُ,And he will return,wayanqalibu,
وَيَنْعِهِۦٓ ۚ,and its ripening,wayanʿihi,
وَيَنْـَٔوْنَ,and they keep away,wayanawna,
وَيَنْهَوْنَ,and forbidding,wayanhawna,
وَيَنْهَوْنَ,and forbid,wayanhawna,
وَيَنْهَىٰ,and forbids,wayanhā,
وَيَنْهَىٰهُمْ,and forbids them,wayanhāhum,
وَيَهَبُ,and He grants,wayahabu,
وَيَهْدِى,and He guides,wayahdī,
وَيَهْدِى,and guides,wayahdī,
وَيَهْدِىٓ,and guides,wayahdī,
وَيَهْدِىٓ,and it guides,wayahdī,
وَيَهْدِيهِ,and will guide him,wayahdīhi,
وَيَهْدِيهِمْ,and will guide them,wayahdīhim,
وَيَهْدِيهِمْ,and guides them,wayahdīhim,
وَيَهْدِيَكَ,and guide you,wayahdiyaka,
وَيَهْدِيَكُمْ,and to guide you,wayahdiyakum,
وَيَهْدِيَكُمْ,and He may guide you,wayahdiyakum,
وَيَوْمَ,and (on the) Day,wayawma,
وَيَوْمَ,And (on the) Day,wayawma,
وَيَوْمَ,And (the) Day,wayawma,
وَيَوْمَ,and (on the) day,wayawma,
وَيَوْمَ,And the Day,wayawma,
وَيَوْمَ,and the day,wayawma,
وَيَوْمَ,and (the) day,wayawma,
وَيَوْمَ,and (the) Day,wayawma,
وَيَوْمَئِذٍۢ,And that day,wayawma-idhin,
وَيُؤَخِّرَكُمْ,and give you respite,wayu-akhirakum,
وَيُؤَخِّرْكُمْ,and give you respite,wayu-akhir'kum,
وَيُؤْتُوا۟,and to give,wayu'tū,
وَيُؤْتُونَ,and give,wayu'tūna,
وَيُؤْتِ,and gives,wayu'ti,
وَيُؤْتِ,And give,wayu'ti,
وَيُؤْثِرُونَ,but prefer,wayu'thirūna,
وَيُؤْمِنُ,and believes,wayu'minu,
وَيُؤْمِنُونَ,and believe,wayu'minūna,
وَيُؤْمِنۢ,and believes,wayu'min,
وَيُبَشِّرَ,and give glad tidings,wayubashira,
وَيُبَشِّرُ,and gives glad tidings,wayubashiru,
وَيُبَيِّنُ,And He makes clear,wayubayyinu,
وَيُبَيِّنُ,And Allah makes clear,wayubayyinu,
وَيُبْصِرُونَ,and they will see,wayub'ṣirūna,
وَيُبْطِلَ,and prove false,wayub'ṭila,
وَيُتَخَطَّفُ,while are being taken away,wayutakhaṭṭafu,
وَيُتِمَّ,and complete,wayutimma,
وَيُتِمُّ,and complete,wayutimmu,
وَيُثَبِّتَ,and make firm,wayuthabbita,
وَيُثَبِّتْ,and make firm,wayuthabbit,
وَيُثْبِتُ ۖ,and confirms,wayuth'bitu,
وَيُجَـٰدِلُ,And dispute,wayujādilu,
وَيُجِرْكُم,and will protect you,wayujir'kum,
وَيُحَذِّرُكُمُ,And warns you,wayuḥadhirukumu,
وَيُحَرِّمُ,and makes unlawful,wayuḥarrimu,
وَيُحَرِّمُونَهُۥ,and make it unlawful,wayuḥarrimūnahu,
وَيُحِبُّ,and loves,wayuḥibbu,
وَيُحِبُّونَهُۥٓ,and they love Him,wayuḥibbūnahu,
وَيُحِقُّ,And Allah will establish,wayuḥiqqu,
وَيُحِقُّ,and establishes,wayuḥiqqu,
وَيُحِلُّ,and he makes lawful,wayuḥillu,
وَيُحْىِ,and He gives life,wayuḥ'yī,
وَيُخَوِّفُونَكَ,And they threaten you,wayukhawwifūnaka,
وَيُخْرِجُ,and brings forth,wayukh'riju,
وَيُخْرِجُ,and He brings forth,wayukh'riju,
وَيُخْرِجُكُمْ,and bring you forth,wayukh'rijukum,
وَيُخْرِجُهُم,and brings them out,wayukh'rijuhum,
وَيُخْرِجْ,and He will bring forth,wayukh'rij,
وَيُخْزِهِمْ,and disgrace them,wayukh'zihim,
وَيُدْخِلَكُمْ,and admit you,wayud'khilakum,
وَيُدْخِلُهُمُ,And admit them,wayud'khiluhumu,
وَيُدْخِلُهُمْ,And He will admit them,wayud'khiluhum,
وَيُدْخِلْكُمْ,and admit you,wayud'khil'kum,
وَيُدْخِلْهُ,and He will admit him,wayud'khil'hu,
وَيُدْعَوْنَ,and they will be called,wayud'ʿawna,
وَيُذَبِّحُونَ,and were slaughtering,wayudhabbiḥūna,
وَيُذِيقَ,and make (you) taste ,wayudhīqa,
وَيُذْكَرَ,and be mentioned,wayudh'kara,
وَيُذْهِبَ,and take away,wayudh'hiba,
وَيُذْهِبْ,And remove,wayudh'hib,
وَيُرِيدُ,but wish,wayurīdu,
وَيُرِيدُ,And wishes,wayurīdu,
وَيُرِيدُ,But intended,wayurīdu,
وَيُرِيدُونَ,and wishing,wayurīdūna,
وَيُرِيدُونَ,and they wish,wayurīdūna,
وَيُرِيدُونَ,And they wish,wayurīdūna,
وَيُرِيكُمْ,and shows you,wayurīkum,
وَيُرِيكُمْ,And He shows you,wayurīkum,
وَيُرْبِى,and (gives) increase,wayur'bī,
وَيُرْسِلَ,and will send,wayur'sila,
وَيُرْسِلُ,and He sends,wayur'silu,
وَيُرْسِلُ,And He sends,wayur'silu,
وَيُرْسِلُ,and sends,wayur'silu,
وَيُزَكِّيكُمْ,and purifies you,wayuzakkīkum,
وَيُزَكِّيهِمْ,and purifying them,wayuzakkīhim,
وَيُزَكِّيهِمْ ۚ,and purify them,wayuzakkīhim,
وَيُسَبِّحُ,And glorifies,wayusabbiḥu,
وَيُسَبِّحُونَهُۥ,And they glorify Him,wayusabbiḥūnahu,
وَيُسَـٰرِعُونَ,and they hasten,wayusāriʿūna,
وَيُسَلِّمُوا۟,and submit,wayusallimū,
وَيُسْتَهْزَأُ,and ridiculed,wayus'tahza-u,
وَيُسْـَٔلُونَ,and they will be questioned,wayus'alūna,
وَيُسْقَوْنَ,And they will be given to drink,wayus'qawna,
وَيُسْقَىٰ,and he will be made to drink,wayus'qā,
وَيُشْهِدُ,and he calls to witness,wayush'hidu,
وَيُصْلِحُ,and improve,wayuṣ'liḥu,
وَيُضِلُّ,And Allah lets go astray,wayuḍillu,
وَيُطَافُ,And will be circulated,wayuṭāfu,
وَيُطَهِّرَكُمْ,And to purify you,wayuṭahhirakum,
وَيُطِيعُونَ,and they obey,wayuṭīʿūna,
وَيُطْعِمُونَ,And they feed,wayuṭ'ʿimūna,
وَيُعَذِّبَ,and punish,wayuʿadhiba,
وَيُعَذِّبَ,And He (may) punish,wayuʿadhiba,
وَيُعَذِّبُ,and He will punish,wayuʿadhibu,
وَيُعَذِّبُ,and punishes,wayuʿadhibu,
وَيُعَلِّمُكَ,and will teach you,wayuʿallimuka,
وَيُعَلِّمُكُم,and teaches you,wayuʿallimukum,
وَيُعَلِّمُكُمُ,and teaches you,wayuʿallimukumu,
وَيُعَلِّمُكُمُ,And teaches,wayuʿallimukumu,
وَيُعَلِّمُهُ,And He will teach him,wayuʿallimuhu,
وَيُعَلِّمُهُمُ,and will teach them,wayuʿallimuhumu,
وَيُعَلِّمُهُمُ,and teaching them,wayuʿallimuhumu,
وَيُعِيدُ,and repeats,wayuʿīdu,
وَيُعْظِمْ,and make great,wayuʿ'ẓim,
وَيُفْسِدُونَ,and [they] spread corruption,wayuf'sidūna,
وَيُفْسِدُونَ,and spread corruption,wayuf'sidūna,
وَيُقَلِّلُكُمْ,and He made you (appear) as few,wayuqallilukum,
وَيُقِيمُوا۟,and to establish,wayuqīmū,
وَيُقِيمُونَ,and establish,wayuqīmūna,
وَيُقِيمُونَ,and they establish,wayuqīmūna,
وَيُقْتَلُونَ ۖ,and they are slain,wayuq'talūna,
وَيُقْذَفُونَ,are pelted,wayuq'dhafūna,
وَيُكَفِّرَ,and (to) remove,wayukaffira,
وَيُكَفِّرُ,And He will remove,wayukaffiru,
وَيُكَفِّرْ,and will remove,wayukaffir,
وَيُكَلِّمُ,And he will speak,wayukallimu,
وَيُكَوِّرُ,and wraps,wayukawwiru,
وَيُلَقَّوْنَ,and they will be met,wayulaqqawna,
وَيُلْقُوٓا۟,and offer,wayul'qū,
وَيُلْهِهِمُ,and diverted them,wayul'hihimu,
وَيُمَنِّيهِمْ ۖ,and arouses desires in them,wayumannīhim,
وَيُمِيتُ,and causes death,wayumītu,
وَيُمِيتُ ۖ,and causes death,wayumītu,
وَيُمِيتُ ۗ,and causes death,wayumītu,
وَيُمِيتُ ۚ,and He causes death,wayumītu,
وَيُمْدِدْكُم,And provide you,wayum'did'kum,
وَيُمْسِكُ,And He withholds,wayum'siku,
وَيُنذِرَ,And to warn,wayundhira,
وَيُنذِرُونَكُمْ,and warning you,wayundhirūnakum,
وَيُنشِئُ,and brings up,wayunshi-u,
وَيُنفِقُوا۟,and (to) spend,wayunfiqū,
وَيُنَجِّى,And Allah will deliver,wayunajjī,
وَيُنَزِّلُ,and sent down,wayunazzilu,
وَيُنَزِّلُ,And He sends down,wayunazzilu,
وَيُنَزِّلُ,and He sends down,wayunazzilu,
وَيُنَزِّلُ,and sends down,wayunazzilu,
وَيُهَيِّئْ,and will facilitate,wayuhayyi,
وَيُهْلِكَ,and destroys,wayuh'lika,
وَيُوسُفَ,and Yusuf,wayūsufa,
وَيُولِجُ,and causes to enter,wayūliju,
وَيُولِجُ,and He causes to enter,wayūliju,
وَيُولِجُ,and He merges,wayūliju,
وَيُونُسَ,and Yunus,wayūnusa,
وَيُوَلُّونَ,and they will turn,wayuwallūna,
وَيْكَأَنَّ,Ah! That,wayka-anna,
وَيْكَأَنَّهُۥ,Ah! That,wayka-annahu,
وَيْلٌۭ,Woe,waylun,
وَيْلَكَ,Woe to you,waylaka,
وَيْلَكُمْ,Woe to you,waylakum,
وَٰحِدًا ۖ,(into) one god,wāḥidan,
وَٰحِدًۭا,One,wāḥidan,
وَٰحِدًۭا,one,wāḥidan,
وَٰحِدًۭا ۖ,One God,wāḥidan,
وَٰحِدٌۭ,One,wāḥidun,
وَٰحِدٌۭ,(is) One God,wāḥidun,
وَٰحِدٌۭ,(is) One,wāḥidun,
وَٰحِدٌۭ ۖ,one (only),wāḥidun,
وَٰحِدٌۭ ۖ,One,wāḥidun,
وَٰحِدٌۭ ۚ,(the) One,wāḥidun,
وَٰحِدٌۭ ۚ,One,wāḥidun,
وَٰحِدٍۢ,(of) one (kind),wāḥidin,
وَٰحِدٍۢ,one,wāḥidin,
وَٰحِدٍۢ,one gate,wāḥidin,
وَٰحِدَةًۭ,single,wāḥidatan,
وَٰحِدَةًۭ,(only) one,wāḥidatan,
وَٰحِدَةًۭ,one,wāḥidatan,
وَٰحِدَةًۭ ۖ,one community,wāḥidatan,
وَٰحِدَةًۭ ۚ,single,wāḥidatan,
وَٰحِدَةًۭ ۚ,all at once,wāḥidatan,
وَٰحِدَةٌۭ,single,wāḥidatun,
وَٰحِدَةٌۭ,one,wāḥidatun,
وَٰحِدَةٍ ۗ,single,wāḥidatin,
وَٰحِدَةٍۢ,single,wāḥidatin,
وَٰحِدَةٍۢ,one,wāḥidatin,
وَٰرِدُونَ,will come,wāridūna,
وَٰسِعًا,All-Encompassing,wāsiʿan,
وَٰسِعٌ,(is) All-Encompassing,wāsiʿun,
وَٰسِعَةًۭ,spacious (enough),wāsiʿatan,
وَٰسِعَةٌ ۗ,(is) spacious,wāsiʿatun,
وَٰسِعَةٌۭ,(is) spacious,wāsiʿatun,
وَٰسِعَةٍۢ,Vast,wāsiʿatin,
وَٰسِعُ,(is) vast,wāsiʿu,
وَٰعَدْنَا,We appointed,wāʿadnā,
وَٰعِيَةٌۭ,conscious,wāʿiyatun,
وَٰلِدَةٌۢ,(the) mother,wālidatun,
وَٰلِدَتِكَ,your mother,wālidatika,
وَٰلِدَىَّ,my parents,wālidayya,
وَٱبْتَغُوا۟,and seek,wa-ib'taghū,
وَٱبْتَغُوٓا۟,and seek,wa-ib'taghū,
وَٱبْتَغِ,but seek,wa-ib'taghi,
وَٱبْتَغِ,But seek,wa-ib'taghi,
وَٱبْتَلُوا۟,And test,wa-ib'talū,
وَٱبْتِغَآءَ,and seeking,wa-ib'tighāa,
وَٱبْتِغَآءَ,and (to) seek,wa-ib'tighāa,
وَٱبْتِغَآؤُكُم,[and] your seeking,wa-ib'tighāukum,
وَٱبْعَثْ,[And] raise up,wa-ib'ʿath,
وَٱبْعَثْ,and send,wa-ib'ʿath,
وَٱبْنَ,and (of),wa-ib'na,
وَٱبْنَ,and the wayfarer,wa-ib'na,
وَٱبْنَهَآ,and her son,wa-ib'nahā,
وَٱبْنِ,and (of),wa-ib'ni,
وَٱبْنِ,and the,wa-ib'ni,
وَٱبْنِ,and the wayfarer ,wa-ib'ni,
وَٱبْنِ,and,wa-ib'ni,
وَٱبْيَضَّتْ,And became white,wa-ib'yaḍḍat,
وَٱتَّبَعَ,and follows,wa-ittabaʿa,
وَٱتَّبَعَ,and followed,wa-ittabaʿa,
وَٱتَّبَعَ,But followed,wa-ittabaʿa,
وَٱتَّبَعَتْهُمْ,and followed them,wa-ittabaʿathum,
وَٱتَّبَعَكَ,while followed you,wa-ittabaʿaka,
وَٱتَّبَعُوا۟,And they followed,wa-ittabaʿū,
وَٱتَّبَعُوا۟,and follow,wa-ittabaʿū,
وَٱتَّبَعُوا۟,and they followed,wa-ittabaʿū,
وَٱتَّبَعُوا۟,and followed,wa-ittabaʿū,
وَٱتَّبَعُوٓا۟,and followed,wa-ittabaʿū,
وَٱتَّبَعُوٓا۟,while they follow,wa-ittabaʿū,
وَٱتَّبَعُوٓا۟,and they follow,wa-ittabaʿū,
وَٱتَّبَعْتُ,And I follow,wa-ittabaʿtu,
وَٱتَّبَعْنَا,and we follow[ed],wa-ittabaʿnā,
وَٱتَّبِعُونِ ۚ,and follow Me,wa-ittabiʿūni,
وَٱتَّبِعُوهُ,and follow him,wa-ittabiʿūhu,
وَٱتَّبِعُوٓا۟,And follow,wa-ittabiʿū,
وَٱتَّبِعْ,And follow,wa-ittabiʿ,
وَٱتَّبِعْ,and follow,wa-ittabiʿ,
وَٱتَّخَذَ,And was taken,wa-ittakhadha,
وَٱتَّخَذَ,And took,wa-ittakhadha,
وَٱتَّخَذَ,and He has taken,wa-ittakhadha,
وَٱتَّخَذَ,And it took,wa-ittakhadha,
وَٱتَّخَذُوا۟,And they have taken,wa-ittakhadhū,
وَٱتَّخَذُوا۟,Yet they have taken,wa-ittakhadhū,
وَٱتَّخَذُوا۟,But they have taken,wa-ittakhadhū,
وَٱتَّخَذُوٓا۟,And they take,wa-ittakhadhū,
وَٱتَّخَذُوٓا۟,and took,wa-ittakhadhū,
وَٱتَّخَذْتُمُوهُ,And you have taken Him,wa-ittakhadhtumūhu,
وَٱتَّخِذُوا۟,"and (said), ""Take",wa-ittakhidhū,
وَٱتَّقَوْا۟,and feared (Allah),wa-ittaqaw,
وَٱتَّقَوْا۟,and feared Allah,wa-ittaqaw,
وَٱتَّقَىٰ,and fears (Allah),wa-ittaqā,
وَٱتَّقَىٰ,and fears,wa-ittaqā,
وَٱتَّقُوا۟,And fear,wa-ittaqū,
